mdate,st_unemp,emp,unemp,v_jolts,urate,AHETPI,wages,alp,gdp,v_hwi,v_hwi_rate,year,month,st_unemp_adj,frate,srate,theta_jolts,theta_hwi
1951m1,1115,59636,2305,,.037,,37.839001,25.837,2593.967,2313.197608468671,3.734517699857398,1951,1,1115,.56182212,.025814071,,1.0035565
1951m2,1107,59661,2117,,.034000002,,,,,2295.68900622896,3.716029988392244,1951,2,1107,.57014644,.028485522,,1.0844067
1951m3,1215,60401,2125,,.034000002,,,,,2554.677438613638,4.085784215548153,1951,3,1215,.64282352,.028301375,,1.2022011
1951m4,1160,59889,1919,,.030999999,,38.306999,25.757999,2638.8979,2502.487738541236,4.048808792617843,1951,4,1160,.61907244,.027205991,,1.3040582
1951m5,1125,60188,1856,,.029999999,,,,,2534.983958694696,4.085784215548153,1951,5,1125,.53125,.025452165,,1.3658319
1951m6,1125,59620,1995,,.032000002,,,,,2392.152707459682,3.882419390505043,1951,6,1125,.61553884,.028664343,,1.199074
1951m7,1183,60156,1950,,.030999999,,38.752998,26.329,2693.259,2388.251430501963,3.845443967574732,1951,7,1183,.61589742,.028440319,,1.2247443
1951m8,1184,59994,1933,,.030999999,,,,,2404.265855958058,3.882419390505043,1951,8,1184,.60010344,.030814882,,1.2438003
1951m9,1294,59713,2067,,.033,,,,,2478.510656456226,4.01183337076113,1951,9,1294,.55732948,.029693712,,1.199086
1951m10,1279,60010,2194,,.035,,38.916,26.408001,2699.156,2472.520637868683,3.974857947830821,1951,10,1279,.56927985,.028722005,,1.1269464
1951m11,1233,59836,2178,,.035,,,,,2430.5734996038,3.919394813435354,1951,11,1233,.62258953,.027615082,,1.1159658
1951m12,1138,60497,1960,,.030999999,,,,,2401.748938828151,3.845443967574733,1951,12,1138,.53775513,.0241009,,1.2253821
1952m1,1066,60460,1972,,.032000002,,39.179001,26.542999,2727.9541,2550.836801451024,4.085784215548155,1952,1,1066,.60649085,.028035088,,1.2935278
1952m2,1181,60462,1957,,.030999999,,,,,2584.925183361308,4.14124734994362,1952,2,1181,.66121614,.028414162,,1.3208611
1952m3,1150,59908,1813,,.029000001,,,,,2476.143674767478,4.011833370761131,1952,3,1150,.62824047,.027671179,,1.3657714
1952m4,1137,59909,1811,,.029000001,,39.368999,26.49,2733.8,2453.282325401182,3.974857947830821,1952,4,1137,.62230814,.028569302,,1.3546562
1952m5,1179,60195,1863,,.029999999,,,,,2409.35182535962,3.882419390505043,1952,5,1179,.63070315,.029020384,,1.2932645
1952m6,1196,60219,1884,,.029999999,,,,,2261.840409886414,3.642079142531623,1952,6,1196,.57324839,.027631139,,1.2005522
1952m7,1187,59971,1991,,.032000002,,39.589001,26.360001,2753.5171,2153.606876958312,3.475689740418824,1952,7,1187,.58965343,.030030778,,1.081671
1952m8,1270,59790,2087,,.034000002,,,,,2310.807517140764,3.7345176998574,1952,8,1270,.61379969,.027268039,,1.1072389
1952m9,1130,60521,1936,,.030999999,,,,,2598.045727304079,4.159735061408775,1952,9,1130,.59245867,.024651993,,1.3419658
1952m10,1050,60132,1839,,.029999999,,40.540001,26.919001,2843.9409,2600.743454249775,4.196710484339086,1952,10,1050,.6052202,.024251558,,1.4142162
1952m11,1017,60748,1743,,.027999999,,,,,2726.544750042648,4.363099886451884,1952,11,1017,.64257026,.025321018,,1.5642827
1952m12,1044,60954,1667,,.027000001,,,,,2535.40455402522,4.048808792617844,1952,12,1044,.53209358,.023671478,,1.5209385
1953m1,1059,61600,1839,,.029000001,,41.126999,27.153,2896.811,2650.622744883493,4.17822277287393,1953,1,1059,.69113648,.026492696,,1.4413391
1953m2,1068,61884,1636,,.025999999,,,,,2759.697653551571,4.34461217498673,1953,2,1068,.62224936,.024137728,,1.6868567
1953m3,1029,62010,1647,,.025999999,,,,,2824.493384668172,4.437050732312506,1953,3,1029,.6405586,.02683307,,1.7149322
1953m4,1131,61444,1723,,.027000001,,41.456001,27.218,2919.2061,2615.901713538886,4.141247349943619,1953,4,1131,.63842136,.023260584,,1.5182251
1953m5,973,61019,1596,,.025,,,,,2581.46594763329,4.122759638478463,1953,5,973,.61027569,.023231246,,1.6174599
1953m6,985,61456,1607,,.025,,,,,2413.393423790382,3.826956256109577,1953,6,985,.59054136,.023135617,,1.5018005
1953m7,1002,61397,1660,,.025999999,,41.701,27.333,2902.7849,2226.639068271646,3.531152874814288,1953,7,1002,.6451807,.025871031,,1.3413489
1953m8,1076,61151,1665,,.027000001,,,,,2171.676026507535,3.457202028953667,1953,8,1076,.60480481,.027262846,,1.30431
1953m9,1163,60906,1821,,.029000001,,,,,2122.211969618775,3.383251183093047,1953,9,1163,.59802306,.029090464,,1.1654102
1953m10,1242,60893,1974,,.030999999,,42.033001,27.237,2858.845,1917.740470422598,3.050472378867447,1953,10,1242,.54204661,.029443849,,.97149974
1953m11,1307,60738,2211,,.035,,,,,1734.036586605878,2.75466899649856,1953,11,1307,.52193576,.039231557,,.78427708
1953m12,1761,59977,2818,,.045000002,,,,,1462.779153490919,2.329451633873587,1953,12,1761,.48687011,.03594372,,.51908416
1954m1,1631,60024,3077,,.049000002,,42.285999,27.294001,2845.1919,1493.239137113827,2.366427056803896,1954,1,1631,.47188821,.037198804,,.48529059
1954m2,1706,60663,3331,,.051999997,,,,,1431.554148893044,2.237013077621408,1954,2,1706,.43620536,.036452003,,.42976707
1954m3,1729,60186,3607,,.056999996,,,,,1379.882289507158,2.163062231760787,1954,3,1729,.43886888,.036718439,,.38255677
1954m4,1725,60185,3749,,.059,,42.402,27.483999,2848.3049,1335.652473461412,2.089111385900165,1954,4,1725,.43344891,.034852564,,.356269
1954m5,1643,59908,3767,,.059,,,,,1306.697575104668,2.052135964043453,1954,5,1643,.47491372,.034433365,,.34688017
1954m6,1573,59792,3551,,.055999998,,,,,1299.884483704044,2.052135964043452,1954,6,1573,.42664039,.034504633,,.36606154
1954m7,1623,59643,3659,,.058000002,,42.849998,27.979,2880.4819,1275.636925735441,2.015160541113142,1954,7,1623,.3804318,.032858536,,.34862992
1954m8,1587,59853,3854,,.059999999,,,,,1260.242393240736,1.978185118182831,1954,8,1587,.40659055,.034392245,,.32699594
1954m9,1640,60282,3927,,.061000001,,,,,1234.560558570029,1.922721983787365,1954,9,1640,.45734659,.0330128,,.31437752
1954m10,1535,60270,3666,,.056999996,,43.405998,28.294001,2936.8521,1264.772437161375,1.978185118182831,1954,10,1535,.46944898,.03158934,,.34500065
1954m11,1457,60357,3402,,.053000003,,,,,1367.359268395291,2.144574520295631,1954,11,1457,.47619048,.030748298,,.40192807
1954m12,1414,60116,3196,,.050000001,,,,,1334.363140523931,2.10759909736532,1954,12,1414,.44962454,.029999238,,.41751036
1955m1,1398,60753,3157,,.049000002,,43.647999,28.851999,3020.7461,1524.199028400751,2.384914768269051,1955,1,1398,.47006652,.027886545,,.48279983
1955m2,1296,60727,2969,,.046999998,,,,,1519.095310796655,2.384914768269052,1955,2,1296,.41596496,.024616998,,.51165217
1955m3,1184,60964,2918,,.046,,,,,1688.875729314186,2.643742727707627,1955,3,1184,.40095955,.026691586,,.57877851
1955m4,1301,61515,3049,,.046999998,,44.071999,28.951,3069.9099,1742.715272808241,2.699205862103093,1955,4,1301,.52377826,.028521158,,.57156944
1955m5,1295,61634,2747,,.043000001,,,,,1856.801460573216,2.884082975681048,1955,5,1295,.49180925,.028077852,,.67593789
1955m6,1305,61781,2701,,.041999999,,,,,1835.871892164731,2.847107552750737,1955,6,1305,.50018513,.027671037,,.67970079
1955m7,1282,62513,2632,,.039999999,,44.820999,29.056999,3111.3789,1999.274050147777,3.068960089259003,1955,7,1282,.49126139,.030641746,,.75960261
1955m8,1445,62797,2784,,.041999999,,,,,2085.401272472728,3.179886358049934,1955,8,1445,.52550286,.029310755,,.74906653
1955m9,1357,62950,2678,,.040999997,,,,,2062.629588500307,3.142910935119624,1955,9,1357,.47684839,.02980735,,.77021271
1955m10,1429,62991,2830,,.043000001,,45.091,28.952,3130.0681,2178.214574969753,3.309300337232424,1955,10,1429,.50742048,.029483378,,.76968712
1955m11,1386,63257,2780,,.041999999,,,,,2221.988853758909,3.364763471627889,1955,11,1386,.4881295,.02798098,,.79927659
1955m12,1338,63684,2761,,.041999999,,,,,2100.591330723257,3.161398646584779,1955,12,1338,.51829046,.028316727,,.76080817
1956m1,1336,63753,2666,,.039999999,,45.786999,28.603001,3117.9221,2345.356427922901,3.531152874814286,1956,1,1336,.50600147,.027066501,,.87972862
1956m2,1289,63518,2606,,.039000001,,,,,2334.939526942199,3.531152874814286,1956,2,1289,.51573294,.031863324,,.89598602
1956m3,1502,63411,2764,,.041999999,,,,,2165.461012749877,3.272324915375711,1956,3,1502,.53075254,.02904479,,.78345191
1956m4,1353,63614,2650,,.039999999,,46.363998,28.743999,3143.6941,2180.624079049831,3.290812626840866,1956,4,1353,.47999999,.030674314,,.82287699
1956m5,1483,63861,2861,,.043000001,,,,,2220.366741851998,3.327788048697578,1956,5,1483,.51869977,.031819087,,.77608067
1956m6,1505,63820,2882,,.043000001,,,,,2195.037838355394,3.290812626840866,1956,6,1505,.48542678,.03039518,,.76163697
1956m7,1469,63800,2952,,.044,,46.595001,28.74,3140.874,2097.955907411051,3.142910935119624,1956,7,1469,.55115175,.029771784,,.71068966
1956m8,1376,63972,2701,,.040999997,,,,,2083.146695907144,3.124423223654468,1956,8,1376,.52647167,.028770093,,.77125019
1956m9,1356,64079,2635,,.039000001,,,,,2084.427709428842,3.124423223654468,1956,9,1356,.5248577,.02790777,,.79105413
1956m10,1319,63975,2571,,.039000001,,46.980999,29.048,3192.5701,2152.995673242716,3.2353494924454,1956,10,1319,.46324387,.030127965,,.83741564
1956m11,1481,63796,2861,,.043000001,,,,,2131.940203516673,3.198374069515089,1956,11,1481,.53023416,.030843005,,.7451731
1956m12,1446,63910,2790,,.041999999,,,,,2059.327683083013,3.087447800724158,1956,12,1446,.48996416,.028454075,,.7381103
1957m1,1373,63632,2796,,.041999999,,47.261002,29.381001,3213.011,2186.02101175785,3.290812626840865,1957,1,1373,.52467811,.027546484,,.78183872
1957m2,1293,64257,2622,,.039000001,,,,,2052.489818095528,3.068960089259002,1957,2,1293,.51639968,.026035409,,.78279549
1957m3,1241,64404,2509,,.037,,,,,2041.162582871573,3.050472378867445,1957,3,1241,.49581507,.027561141,,.81353629
1957m4,1335,64047,2600,,.039000001,,47.332001,29.264,3205.97,1885.190265621601,2.828619841285581,1957,4,1335,.505,.029723154,,.72507316
1957m5,1423,63985,2710,,.040999997,,,,,1923.539140630474,2.884082975681047,1957,5,1423,.45977861,.028249314,,.70979303
1957m6,1392,64196,2856,,.043000001,,,,,1896.646175978808,2.828619841285581,1957,6,1392,.49929971,.028358206,,.66409183
1957m7,1366,64540,2796,,.041999999,,47.535,29.676001,3237.386,1904.679456328059,2.828619841285581,1957,7,1366,.51645207,.029138934,,.68121582
1957m8,1395,63959,2747,,.040999997,,,,,1738.870198324756,2.606767304777316,1957,8,1395,.46887514,.030307606,,.63300699
1957m9,1484,64121,2943,,.044,,,,,1686.209431910898,2.514328748525138,1957,9,1484,.44920149,.028137924,,.57295597
1957m10,1399,64046,3020,,.045000002,,47.939999,29.774,3203.894,1475.477253495131,2.200037654691096,1957,10,1399,.38543046,.030907081,,.48856863
1957m11,1598,63669,3454,,.050999999,,,,,1389.864729711642,2.070623675508607,1957,11,1598,.45251882,.032174058,,.4023928
1957m12,1585,63922,3476,,.051999997,,,,,1333.257205952864,1.978185118182831,1957,12,1585,.37456846,.032742757,,.38356075
1958m1,1701,63220,3875,,.058000002,,47.380001,29.364,3120.7241,1327.26330504477,1.978185118182831,1958,1,1701,.37548387,.036669232,,.34251955
1958m2,1883,62898,4303,,.064000003,,,,,1217.544839156222,1.811795716070031,1958,2,1883,.40529862,.038543012,,.28295255
1958m3,1933,62731,4492,,.067000002,,,,,1155.80346282265,1.719357158744255,1958,3,1933,.30209261,.035320155,,.25730264
1958m4,1881,62631,5016,,.074000001,,47.487,29.926001,3141.2241,1100.561626301558,1.626918601418478,1958,4,1881,.36881977,.036314715,,.21941021
1958m5,1855,62874,5021,,.074000001,,,,,1129.70084783161,1.663894024348789,1958,5,1855,.36486757,.034141541,,.2249952
1958m6,1755,62730,4944,,.072999999,,,,,1201.091885179375,1.774820293139721,1958,6,1755,.34041262,.034925967,,.24293929
1958m7,1818,62745,5079,,.075000003,,48.616001,30.488001,3213.884,1253.910536587435,1.848771137926744,1958,7,1818,.35715693,.034148172,,.24688138
1958m8,1760,63012,5025,,.074000001,,,,,1257.848419111219,1.848771137926744,1958,8,1760,.3641791,.031549431,,.25031808
1958m9,1626,63181,4821,,.071000002,,,,,1206.913295740873,1.774820293139721,1958,9,1626,.39286456,.032361496,,.25034502
1958m10,1643,63475,4570,,.067000002,,48.764,31.007999,3289.032,1270.576284068718,1.867258849391899,1958,10,1643,.41859958,.03050427,,.27802545
1958m11,1531,63470,4188,,.061999999,,,,,1350.908903083234,1.996672829647986,1958,11,1531,.40329513,.033391599,,.3225666
1958m12,1692,63549,4191,,.061999999,,,,,1327.499023310553,1.959697406717676,1958,12,1692,.4049153,.031055767,,.31674996
1959m1,1574,63868,4068,,.059999999,,49.158001,31.046,3352.1289,1456.938146108039,2.14457452029563,1959,1,1574,.40732548,.030554183,,.35814604
1959m2,1554,63684,3965,,.059,,,,,1525.823728809168,2.255500789086562,1959,2,1554,.40933165,.028805492,,.38482314
1959m3,1459,64267,3801,,.055999998,,,,,1635.947999905479,2.403402479734206,1959,3,1459,.45356485,.030064976,,.43039936
1959m4,1494,64768,3571,,.051999997,,49.492001,31.347,3427.667,1705.632806316421,2.495841037059982,1959,4,1494,.43993279,.029274829,,.47763449
1959m5,1479,64699,3479,,.050999999,,,,,1777.241813051078,2.606767304777316,1959,5,1479,.45185399,.030390313,,.51084846
1959m6,1522,64849,3429,,.050000001,,,,,1842.96377852675,2.699205862103093,1959,6,1522,.43511227,.031355496,,.5374639
1959m7,1591,65011,3528,,.050999999,,49.522999,31.391001,3430.0569,1850.008705826838,2.699205862103093,1959,7,1591,.43849206,.031660285,,.5243789
1959m8,1607,64844,3588,,.051999997,,,,,1758.559980585543,2.569791881847006,1959,8,1607,.39437011,.030773526,,.49012262
1959m9,1602,64770,3775,,.055,,,,,1723.446640676555,2.514328748525137,1959,9,1602,.42781457,.034370858,,.45654216
1959m10,1750,64911,3910,,.056999996,,49.693001,31.289,3439.832,1666.769048485312,2.421890191199361,1959,10,1750,.42250639,.034083135,,.42628366
1959m11,1745,64530,4003,,.058000002,,,,,1735.815104525147,2.532816459990293,1959,11,1745,.50137395,.034268696,,.43362856
1959m12,1657,65341,3653,,.053000003,,,,,1658.203506867818,2.403402479734206,1959,12,1657,.45880097,.03253115,,.45392925
1960m1,1638,65347,3615,,.051999997,,50.712002,32.019001,3517.1809,2116.416256754793,3.068960089259002,1960,1,1638,.47496542,.028718667,,.58545399
1960m2,1431,65620,3329,,.048,,,,,2116.017291943189,3.068960089259002,1960,2,1431,.38119555,.031367101,,.6356315
1960m3,1666,64673,3726,,.054000001,,,,,2023.265553596286,2.958033821541668,1960,3,1666,.49409553,.035629444,,.54301274
1960m4,1735,65959,3620,,.051999997,,50.735001,31.521,3498.2461,1980.988964128435,2.847107552750737,1960,4,1735,.48867404,.034468386,,.54723454
1960m5,1718,66057,3569,,.050999999,,,,,1956.58259670877,2.810132129820426,1960,5,1718,.4317736,.033554606,,.54821593
1960m6,1738,66168,3766,,.054000001,,,,,1913.52101987526,2.736181285033403,1960,6,1738,.43520978,.033011705,,.50810438
1960m7,1709,65909,3836,,.055,,51.004002,31.708,3515.385,1843.878365439684,2.643742727707626,1960,7,1709,.42648593,.033671223,,.48067737
1960m8,1746,65895,3946,,.055999998,,,,,1820.592353329525,2.606767304777315,1960,8,1746,.44069943,.032642301,,.46137667
1960m9,1677,66267,3884,,.055,,,,,1750.857445907948,2.495841037059982,1960,9,1677,.3599382,.03249849,,.45078719
1960m10,1766,65632,4252,,.061000001,,50.889,31.289,3470.2781,1679.593788937452,2.403402479734205,1960,10,1766,.38570085,.032430489,,.39501265
1960m11,1718,66109,4330,,.061000001,,,,,1653.864995463155,2.347939345338739,1960,11,1718,.41916859,.040226899,,.38195497
1960m12,2102,65778,4617,,.066,,,,,1574.745355991588,2.237013077621405,1960,12,2102,.39636126,.035721008,,.34107545
1961m1,1884,65776,4671,,.066,,51.236,31.693001,3493.7029,1575.908602791952,2.237013077621405,1961,1,1884,.40162706,.038750336,,.33738142
1961m2,2037,65588,4832,,.068999998,,,,,1549.266516433469,2.200037654691095,1961,2,2037,.3812086,.035093572,,.32062635
1961m3,1863,65850,4853,,.068999998,,,,,1581.635356270662,2.237013077621406,1961,3,1863,.34803215,.031788323,,.32590878
1961m4,1729,65374,4893,,.07,,51.973,32.526001,3553.021,1584.872739467454,2.255500789086561,1961,4,1729,.33476394,.032113716,,.32390615
1961m5,1748,65449,5003,,.071000002,,,,,1654.170227578048,2.347939345338739,1961,5,1748,.39156505,.034976576,,.33063567
1961m6,1841,65993,4885,,.068999998,,,,,1677.276169321464,2.366427056803894,1961,6,1841,.35742068,.033007763,,.34335235
1961m7,1789,65608,4928,,.07,,52.159,33.080002,3621.252,1721.344957423443,2.440377902664515,1961,7,1789,.3950893,.03230923,,.34929889
1961m8,1701,65852,4682,,.066,,,,,1786.496761889553,2.532816459990292,1961,8,1701,.39833406,.035250761,,.381567
1961m9,1859,65541,4676,,.067000002,,,,,1817.412282035999,2.58827959331216,1961,9,1859,.4093242,.034741912,,.38866815
1961m10,1811,65919,4573,,.064999998,,52.466999,33.363998,3692.2891,1915.756553879728,2.717693573568247,1961,10,1811,.41898099,.03143375,,.41892773
1961m11,1638,66081,4295,,.061000001,,,,,1977.658587682422,2.810132129820425,1961,11,1638,.43119907,.033452969,,.46045601
1961m12,1734,65900,4177,,.059999999,,,,,1956.300659803168,2.791644419428868,1961,12,1734,.43021306,.032885782,,.46835065
1962m1,1701,66108,4081,,.058000002,,53.096001,33.909,3758.147,2050.261679401326,2.921058398611357,1962,1,1701,.4199951,.028798202,,.50239199
1962m2,1504,66538,3871,,.055,,,,,2017.636969581767,2.865595264215891,1962,2,1504,.43167141,.032984056,,.52121854
1962m3,1721,66493,3921,,.055999998,,,,,2017.780249344978,2.865595264215891,1962,3,1721,.4192808,.030997055,,.51460856
1962m4,1629,66372,3906,,.055999998,,53.255001,33.773998,3792.1489,2013.883039785644,2.865595264215891,1962,4,1629,.40604198,.029169846,,.51558703
1962m5,1543,66688,3863,,.055,,,,,2086.922441435862,2.958033821541667,1962,5,1543,.41858658,.030304955,,.54023361
1962m6,1598,66670,3844,,.055,,,,,2020.645844609194,2.865595264215891,1962,6,1598,.42065558,.030238884,,.5256623
1962m7,1592,66483,3819,,.054000001,,53.478001,34.335999,3838.7759,2014.570782649056,2.865595264215891,1962,7,1592,.40246138,.032596059,,.52751267
1962m8,1731,66968,4013,,.056999996,,,,,1981.537125354805,2.791644419428868,1962,8,1731,.44879141,.033673037,,.49377951
1962m9,1749,67192,3961,,.055999998,,,,,1946.875069739817,2.736181285033402,1962,9,1749,.45291594,.031476166,,.49151099
1962m10,1636,67114,3803,,.054000001,,53.830002,34.588001,3851.4209,1914.19582122765,2.699205862103092,1962,10,1636,.42519063,.034780387,,.5033384
1962m11,1838,66847,4024,,.056999996,,,,,1912.954186531082,2.699205862103091,1962,11,1838,.45949304,.033638164,,.47538623
1962m12,1732,66947,3907,,.055,,,,,1912.495321534524,2.699205862103092,1962,12,1732,.40005118,.032302704,,.48950481
1963m1,1730,67072,4074,,.056999996,,54.193001,34.692001,3893.4819,1946.683537049865,2.736181285033403,1963,1,1730,.41580757,.034972485,,.47783101
1963m2,1858,67024,4238,,.059,,,,,1949.857507340503,2.736181285033403,1963,2,1858,.44053799,.032548364,,.46008909
1963m3,1701,67351,4072,,.056999996,,,,,1980.671715528923,2.773156707963714,1963,3,1701,.42583498,.03238963,,.4864125
1963m4,1717,67642,4055,,.056999996,,54.367001,34.955002,3937.1831,1948.504761441226,2.717693573568247,1963,4,1717,.42120838,.035021145,,.48051906
1963m5,1870,67615,4217,,.059,,,,,1912.333369066592,2.662230439172781,1963,5,1870,.46454826,.033115145,,.45348194
1963m6,1719,67649,3977,,.055999998,,,,,1920.091182575928,2.680718150637937,1963,6,1719,.40709078,.031422053,,.48279887
1963m7,1693,67905,4051,,.055999998,,54.59,35.812,4023.7549,1982.149623120502,2.754668996498558,1963,7,1693,.45667738,.032004025,,.48929885
1963m8,1677,67908,3878,,.054000001,,,,,1950.923508721702,2.717693573568247,1963,8,1677,.41670963,.031529579,,.50307465
1963m9,1695,68174,3957,,.055,,,,,1946.964180393581,2.699205862103092,1963,9,1695,.43164012,.032509871,,.49203038
1963m10,1738,68294,3987,,.055,,55.062,35.789001,4050.147,2017.82850280738,2.791644419428868,1963,10,1738,.42513168,.034568664,,.50610197
1963m11,1859,68267,4151,,.056999996,,,,,1981.48776299549,2.736181285033403,1963,11,1859,.46976632,.033963703,,.4773519
1963m12,1774,68213,3975,,.055,,,,,2081.961818484634,2.884082975681047,1963,12,1774,.44050315,.033935603,,.52376395
1964m1,1805,68327,4029,,.055999998,2.5,54.662998,36.013,4135.5532,2086.807077883778,2.884082975681047,1964,1,1805,.44800198,.032213237,,.51794666
1964m2,1708,68751,3932,,.054000001,2.5,,,,2055.925759241599,2.828619841285581,1964,2,1708,.44888097,.033439301,,.52287024
1964m3,1783,68763,3950,,.054000001,2.51,,,,2083.660284469301,2.865595264215891,1964,3,1783,.45544302,.033274215,,.52750891
1964m4,1767,69356,3918,,.053000003,2.52,55.182999,36.209999,4180.5918,2181.01638809542,2.976521533006823,1964,4,1767,.46835119,.031648599,,.55666572
1964m5,1681,69631,3764,,.050999999,2.52,,,,2184.617979150358,2.976521533006824,1964,5,1681,.44341126,.031719722,,.58039796
1964m6,1719,69218,3814,,.051999997,2.53,,,,2254.824877824866,3.087447800724157,1964,6,1719,.44362873,.027587768,,.59119689
1964m7,1486,69399,3608,,.049000002,2.54,55.785,36.583,4245.918,2321.539633421515,3.179886358049933,1964,7,1486,.45703992,.031677283,,.64344227
1964m8,1696,69463,3655,,.050000001,2.55,,,,2284.515772671673,3.124423223654467,1964,8,1696,.450342,.031641368,,.6250385
1964m9,1703,69578,3712,,.050999999,2.5599999,,,,2316.989068081984,3.161398646584778,1964,9,1703,.46875,.032926194,,.62418884
1964m10,1754,69582,3726,,.050999999,2.55,55.937,36.23,4259.0459,2317.558119838369,3.161398646584778,1964,10,1754,.47530866,.030087357,,.62199628
1964m11,1596,69735,3551,,.048,2.5599999,,,,2425.253845144152,3.309300337232421,1964,11,1596,.44269219,.03079222,,.68297774
1964m12,1672,69814,3651,,.050000001,2.5799999,,,,2417.595496308641,3.290812626840865,1964,12,1672,.46699536,.030385371,,.66217351
1965m1,1626,69997,3572,,.049000002,2.5799999,55.997002,36.75,4362.1108,2448.220389546321,3.327788048697577,1965,1,1626,.44372901,.03200094,,.68539202
1965m2,1743,70127,3730,,.050999999,2.5899999,,,,2553.385702524307,3.457202028953664,1965,2,1743,.5152815,.032693405,,.6845538
1965m3,1702,70439,3510,,.046999998,2.6099999,,,,2583.90928389368,3.494177451883974,1965,3,1702,.47350428,.032494821,,.73615646
1965m4,1747,70633,3595,,.048,2.5999999,56.013,36.918999,4417.2251,2621.104155917148,3.531152874814285,1965,4,1747,.50987482,.03173336,,.72909713
1965m5,1670,71034,3432,,.046,2.6199999,,,,2725.877713497238,3.660566853996774,1965,5,1670,.49562937,.0309934,,.79425341
1965m6,1656,71025,3387,,.046,2.6300001,,,,2751.415159106983,3.697542276927085,1965,6,1656,.51372898,.031336915,,.8123458
1965m7,1654,71460,3301,,.044,2.6300001,56.438999,37.669998,4515.4268,2764.319581653458,3.697542276927086,1965,7,1654,.50287789,.030153945,,.83741885
1965m8,1613,71362,3254,,.044,2.6400001,,,,2855.52168005872,3.826956256109574,1965,8,1613,.51167792,.030637519,,.87754202
1965m9,1627,71286,3216,,.043000001,2.6500001,,,,2961.348668292916,3.974857947830817,1965,9,1627,.49937811,.02866135,,.92081738
1965m10,1533,71695,3143,,.041999999,2.6600001,56.974998,38.323002,4619.458,3057.719191231925,4.085784215548151,1965,10,1533,.50938594,.028651746,,.97286642
1965m11,1531,71724,3073,,.040999997,2.6700001,,,,3263.467822069414,4.363099886451882,1965,11,1531,.48096323,.02636038,,1.0619811
1965m12,1436,72062,3031,,.039999999,2.6700001,,,,3331.914506415428,4.437050732312503,1965,12,1436,.51666117,.028495956,,1.0992789
1966m1,1523,72198,2988,,.039999999,2.6800001,57.431999,38.845001,4731.8882,3363.841305080862,4.474026155242814,1966,1,1523,.5599063,.028950134,,1.1257836
1966m2,1505,72134,2820,,.037999999,2.6900001,,,,3436.60523910555,4.584952422960148,1966,2,1505,.51631206,.028460814,,1.2186544
1966m3,1523,72188,2887,,.037999999,2.7,,,,3636.468122085842,4.843780382398724,1966,3,1523,.56182891,.030110184,,1.259601
1966m4,1563,72510,2828,,.037999999,2.71,57.826,38.576,4748.0459,3495.996272600572,4.640415557355613,1966,4,1563,.53359264,.03067831,,1.236208
1966m5,1631,72497,2950,,.039000001,2.72,,,,3528.951172896322,4.677390980285925,1966,5,1631,.58474576,.032104734,,1.1962546
1966m6,1647,72775,2872,,.037999999,2.73,,,,3566.276753040986,4.714366403216236,1966,6,1647,.56963789,.031509798,,1.2417399
1966m7,1640,72860,2876,,.037999999,2.74,58.152,38.702999,4788.2539,3570.472539139848,4.714366403216236,1966,7,1640,.55563283,.030825779,,1.2414716
1966m8,1622,73146,2900,,.037999999,2.75,,,,3528.85041474665,4.640415557355613,1966,8,1622,.5713793,.029761367,,1.2168449
1966m9,1555,73258,2798,,.037,2.76,,,,3459.009387142693,4.547977000029837,1966,9,1555,.55075055,.029029157,,1.2362435
1966m10,1541,73401,2798,,.037,2.77,58.453999,38.943001,4827.5371,3465.512994252736,4.547977000029837,1966,10,1541,.54574698,.028085986,,1.2385679
1966m11,1499,73840,2770,,.035999998,2.78,,,,3470.041743969402,4.529489288564681,1966,11,1499,.51985562,.028949477,,1.2527226
1966m12,1582,73729,2912,,.037999999,2.78,,,,3428.938385639645,4.474026155242814,1966,12,1582,.53296703,.029732937,,1.17752
1967m1,1608,73671,2968,,.039000001,2.8,59.09,39.250999,4870.2988,3457.1864994961,4.511001578173123,1967,1,1608,.55559301,.029996924,,1.1648202
1967m2,1596,73606,2915,,.037999999,2.8099999,,,,3423.569554253353,4.474026155242813,1967,2,1596,.5530017,.029781869,,1.1744664
1967m3,1586,73439,2889,,.037999999,2.8099999,,,,3330.266881330992,4.363099886451881,1967,3,1586,.53340256,.028726494,,1.1527404
1967m4,1547,73882,2895,,.037999999,2.8199999,59.68,39.395,4873.2871,3364.051510052763,4.381587597917036,1967,4,1547,.53436959,.02920107,,1.1620213
1967m5,1581,73844,2929,,.037999999,2.8299999,,,,3335.489105102559,4.344612174986726,1967,5,1581,.56025946,.032055322,,1.1387808
1967m6,1704,74278,2992,,.039000001,2.8499999,,,,3328.510918313992,4.307636752056415,1967,6,1704,.5648396,.03080651,,1.1124703
1967m7,1642,74520,2944,,.037999999,2.8599999,59.886002,39.596001,4919.3921,3265.261130397795,4.215198195804238,1967,7,1642,.54144019,.02934902,,1.1091241
1967m8,1595,74767,2945,,.037999999,2.8800001,,,,3361.917843091883,4.32612446352157,1967,8,1595,.56162989,.031001663,,1.1415681
1967m9,1667,74854,2958,,.037999999,2.8800001,,,,3323.086994254993,4.270661330199703,1967,9,1667,.5223124,.031280845,,1.1234236
1967m10,1730,75051,3143,,.039999999,2.8900001,60.044998,39.709999,4956.4771,3397.22604410912,4.344612174986725,1967,10,1730,.55902004,.031068826,,1.0808865
